transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail
128803,06/13/2023,11:47:28 AM,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
128804,06/13/2023,11:48:27 AM,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
128805,06/13/2023,11:49:53 AM,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
128806,06/13/2023,11:52:53 AM,1,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
128807,06/13/2023,11:53:03 AM,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
128808,06/13/2023,11:53:03 AM,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
128809,06/13/2023,11:54:12 AM,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
128810,06/13/2023,11:54:12 AM,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant
128811,06/13/2023,11:55:06 AM,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
128812,06/13/2023,11:57:04 AM,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
128813,06/13/2023,11:57:45 AM,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
128814,06/13/2023,11:57:45 AM,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
128815,06/13/2023,12:00:39 PM,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
128816,06/13/2023,12:01:55 PM,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
128817,06/13/2023,12:01:55 PM,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone
128818,06/13/2023,12:01:59 PM,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
128819,06/13/2023,12:05:51 PM,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
128820,06/13/2023,12:05:51 PM,1,5,Lower Manhattan,12,8.95,Loose Tea,Herbal tea,Peppermint
128821,06/13/2023,12:06:15 PM,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
128822,06/13/2023,12:09:34 PM,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
128823,06/13/2023,12:10:33 PM,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
128824,06/13/2023,12:12:02 PM,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
128825,06/13/2023,12:12:38 PM,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
128826,06/13/2023,12:13:34 PM,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
128827,06/13/2023,12:15:35 PM,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
128828,06/13/2023,12:15:35 PM,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone 
128829,06/13/2023,12:16:59 PM,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
128830,06/13/2023,12:16:59 PM,1,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
128831,06/13/2023,12:18:37 PM,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
128832,06/13/2023,12:18:37 PM,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
128833,06/13/2023,12:19:33 PM,1,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
128834,06/13/2023,12:19:43 PM,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
128835,06/13/2023,12:20:12 PM,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
128836,06/13/2023,12:20:12 PM,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup
128837,06/13/2023,12:22:10 PM,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
128838,06/13/2023,12:22:14 PM,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
128839,06/13/2023,12:25:56 PM,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
128840,06/13/2023,12:25:56 PM,2,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
128841,06/13/2023,12:26:30 PM,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
128842,06/13/2023,12:28:41 PM,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
128843,06/13/2023,12:28:41 PM,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup
128844,06/13/2023,12:28:41 PM,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
128845,06/13/2023,12:29:44 PM,1,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
128846,06/13/2023,12:29:44 PM,1,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup
128847,06/13/2023,12:30:36 PM,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
128848,06/13/2023,12:31:33 PM,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
128849,06/13/2023,12:31:58 PM,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
128850,06/13/2023,12:32:14 PM,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
128851,06/13/2023,12:35:09 PM,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
128852,06/13/2023,12:35:09 PM,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone
128853,06/13/2023,12:35:37 PM,2,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
128854,06/13/2023,12:35:54 PM,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
128855,06/13/2023,12:36:32 PM,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
128856,06/13/2023,12:36:32 PM,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant
128857,06/13/2023,12:37:56 PM,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
128858,06/13/2023,12:40:43 PM,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
128859,06/13/2023,12:44:40 PM,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
128860,06/13/2023,12:46:04 PM,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
128861,06/13/2023,12:49:11 PM,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
128862,06/13/2023,12:49:17 PM,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
128863,06/13/2023,12:50:50 PM,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
128864,06/13/2023,12:50:54 PM,2,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
128865,06/13/2023,12:51:06 PM,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
128866,06/13/2023,12:55:51 PM,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
128867,06/13/2023,12:56:31 PM,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
128868,06/13/2023,12:59:54 PM,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
128869,06/13/2023,12:59:54 PM,1,8,Hell's Kitchen,6,21,Coffee beans,Gourmet Beans,Ethiopia
128870,06/13/2023,01:02:57 PM,1,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
128871,06/13/2023,01:02:57 PM,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
128872,06/13/2023,01:07:02 PM,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
128873,06/13/2023,01:07:18 PM,2,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
128874,06/13/2023,01:07:18 PM,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti
128875,06/13/2023,01:10:49 PM,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
128876,06/13/2023,01:11:06 PM,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
128877,06/13/2023,01:11:13 PM,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
128878,06/13/2023,01:14:23 PM,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
128879,06/13/2023,01:14:24 PM,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
128880,06/13/2023,01:14:24 PM,1,8,Hell's Kitchen,5,15,Coffee beans,Gourmet Beans,Columbian Medium Roast
128881,06/13/2023,01:16:06 PM,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
128882,06/13/2023,01:17:29 PM,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
128883,06/13/2023,01:23:27 PM,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
128884,06/13/2023,01:23:27 PM,1,8,Hell's Kitchen,19,6.4,Packaged Chocolate,Drinking Chocolate,Dark chocolate
128885,06/13/2023,01:23:49 PM,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
128886,06/13/2023,01:23:49 PM,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant
128887,06/13/2023,01:28:16 PM,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
128888,06/13/2023,01:33:16 PM,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
128889,06/13/2023,01:33:16 PM,1,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
128890,06/13/2023,01:41:54 PM,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
128891,06/13/2023,01:42:09 PM,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
128892,06/13/2023,01:43:10 PM,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
128893,06/13/2023,01:43:14 PM,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
128894,06/13/2023,01:44:16 PM,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
128895,06/13/2023,01:44:16 PM,1,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup
128896,06/13/2023,01:45:13 PM,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
128897,06/13/2023,01:52:33 PM,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
128898,06/13/2023,01:52:33 PM,2,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
128899,06/13/2023,01:53:03 PM,1,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
128900,06/13/2023,01:53:37 PM,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
128901,06/13/2023,01:54:30 PM,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
128902,06/13/2023,01:54:30 PM,1,8,Hell's Kitchen,20,7.6,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic
128903,06/13/2023,01:55:48 PM,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
128904,06/13/2023,01:57:11 PM,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
128905,06/13/2023,01:57:36 PM,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
128906,06/13/2023,01:57:36 PM,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
128907,06/13/2023,01:58:03 PM,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
128908,06/13/2023,02:00:27 PM,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
128909,06/13/2023,02:01:03 PM,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
128910,06/13/2023,02:02:08 PM,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
128911,06/13/2023,02:02:08 PM,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
128912,06/13/2023,02:09:59 PM,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
128913,06/13/2023,02:09:59 PM,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti
128914,06/13/2023,02:10:51 PM,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
128915,06/13/2023,02:10:51 PM,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
128916,06/13/2023,02:10:53 PM,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
128917,06/13/2023,02:11:06 PM,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
128918,06/13/2023,02:12:10 PM,2,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
128919,06/13/2023,02:14:04 PM,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
128920,06/13/2023,02:14:57 PM,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
128921,06/13/2023,02:15:08 PM,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
128922,06/13/2023,02:15:08 PM,1,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
128923,06/13/2023,02:16:08 PM,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
128924,06/13/2023,02:16:24 PM,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
128925,06/13/2023,02:17:03 PM,2,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
128926,06/13/2023,02:19:55 PM,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
128927,06/13/2023,02:20:18 PM,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
128928,06/13/2023,02:20:39 PM,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
128929,06/13/2023,02:21:43 PM,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
128930,06/13/2023,02:22:01 PM,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
128931,06/13/2023,02:22:01 PM,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
128932,06/13/2023,02:22:21 PM,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
128933,06/13/2023,02:22:32 PM,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
128934,06/13/2023,02:22:32 PM,1,5,Lower Manhattan,8,45,Coffee beans,Premium Beans,Civet Cat
128935,06/13/2023,02:24:29 PM,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
128936,06/13/2023,02:24:33 PM,1,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
128937,06/13/2023,02:24:47 PM,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
128938,06/13/2023,02:26:43 PM,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
128939,06/13/2023,02:27:59 PM,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
128940,06/13/2023,02:28:47 PM,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
128941,06/13/2023,02:28:47 PM,1,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
128942,06/13/2023,02:28:47 PM,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone
128943,06/13/2023,02:32:10 PM,2,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg
128944,06/13/2023,02:35:24 PM,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
128945,06/13/2023,02:39:00 PM,2,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
128946,06/13/2023,02:39:26 PM,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
128947,06/13/2023,02:41:01 PM,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
128948,06/13/2023,02:42:19 PM,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
128949,06/13/2023,02:47:07 PM,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
128950,06/13/2023,02:47:59 PM,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
128951,06/13/2023,02:48:15 PM,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
128952,06/13/2023,02:51:02 PM,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
128953,06/13/2023,02:54:01 PM,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
128954,06/13/2023,02:54:01 PM,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
128955,06/13/2023,02:54:03 PM,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
128956,06/13/2023,02:54:03 PM,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
128957,06/13/2023,02:55:32 PM,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
128958,06/13/2023,02:55:32 PM,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone
128959,06/13/2023,02:55:55 PM,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
128960,06/13/2023,02:56:01 PM,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
128961,06/13/2023,02:57:45 PM,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
128962,06/13/2023,02:57:45 PM,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant
128963,06/13/2023,02:58:55 PM,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
128964,06/13/2023,03:01:10 PM,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
128965,06/13/2023,03:02:20 PM,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
128966,06/13/2023,03:04:04 PM,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
128967,06/13/2023,03:04:04 PM,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup
128968,06/13/2023,03:05:18 PM,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
128969,06/13/2023,03:05:18 PM,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
128970,06/13/2023,03:06:50 PM,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
128971,06/13/2023,03:07:42 PM,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
128972,06/13/2023,03:09:44 PM,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
128973,06/13/2023,03:10:54 PM,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
128974,06/13/2023,03:11:59 PM,2,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
128975,06/13/2023,03:11:59 PM,2,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
128976,06/13/2023,03:11:59 PM,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti
128977,06/13/2023,03:13:00 PM,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
128978,06/13/2023,03:13:00 PM,1,8,Hell's Kitchen,1,18,Coffee beans,Organic Beans,Brazilian - Organic
128979,06/13/2023,03:14:42 PM,2,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
128980,06/13/2023,03:14:42 PM,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
128981,06/13/2023,03:15:37 PM,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
128982,06/13/2023,03:15:37 PM,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
128983,06/13/2023,03:17:14 PM,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
128984,06/13/2023,03:17:24 PM,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
128985,06/13/2023,03:17:24 PM,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup
128986,06/13/2023,03:17:33 PM,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
128987,06/13/2023,03:18:57 PM,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
128988,06/13/2023,03:19:52 PM,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
128989,06/13/2023,03:19:57 PM,2,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
128990,06/13/2023,03:19:57 PM,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
128991,06/13/2023,03:22:54 PM,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
128992,06/13/2023,03:22:54 PM,1,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
128993,06/13/2023,03:22:54 PM,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
128994,06/13/2023,03:23:14 PM,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
128995,06/13/2023,03:23:29 PM,1,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg
128996,06/13/2023,03:23:29 PM,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
128997,06/13/2023,03:25:55 PM,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
128998,06/13/2023,03:28:51 PM,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
128999,06/13/2023,03:33:16 PM,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
129000,06/13/2023,03:34:55 PM,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
129001,06/13/2023,03:35:09 PM,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
129002,06/13/2023,03:35:09 PM,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
129003,06/13/2023,03:35:32 PM,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
129004,06/13/2023,03:36:59 PM,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
129005,06/13/2023,03:37:09 PM,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
129006,06/13/2023,03:37:09 PM,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant
129007,06/13/2023,03:37:43 PM,2,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
129008,06/13/2023,03:37:43 PM,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
129009,06/13/2023,03:39:19 PM,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
129010,06/13/2023,03:39:19 PM,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
129011,06/13/2023,03:42:34 PM,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
129012,06/13/2023,03:43:23 PM,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
129013,06/13/2023,03:43:45 PM,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
129014,06/13/2023,03:45:52 PM,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
129015,06/13/2023,03:49:57 PM,1,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
129016,06/13/2023,03:50:06 PM,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
129017,06/13/2023,03:51:35 PM,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
129018,06/13/2023,03:51:35 PM,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
129019,06/13/2023,03:51:35 PM,1,5,Lower Manhattan,1,18,Coffee beans,Organic Beans,Brazilian - Organic
129020,06/13/2023,03:56:04 PM,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
129021,06/13/2023,03:56:04 PM,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
129022,06/13/2023,03:56:04 PM,1,5,Lower Manhattan,20,7.6,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic
129023,06/13/2023,03:57:12 PM,1,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
129024,06/13/2023,03:57:12 PM,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup
129025,06/13/2023,03:57:12 PM,1,5,Lower Manhattan,4,20.45,Coffee beans,Espresso Beans,Primo Espresso Roast
129026,06/13/2023,04:01:37 PM,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
129027,06/13/2023,04:01:37 PM,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
